epoch,lr,train_threshold,train_accuracy,train_precision,train_recall_sensitivity,train_specificity,train_f1,train_roc_auc,train_pr_auc,train_ppv,train_npv,train_balanced_accuracy,train_tn,train_fp,train_fn,train_tp,train_loss,val_threshold,val_accuracy,val_precision,val_recall_sensitivity,val_specificity,val_f1,val_roc_auc,val_pr_auc,val_ppv,val_npv,val_balanced_accuracy,val_tn,val_fp,val_fn,val_tp,val_loss
1,0.0008,0.5,0.7148120394654677,0.4242185033154405,0.7449403936789576,0.7060530345772548,0.5405894779197263,0.7934734005140189,0.5199747331155179,0.4242185033154405,0.9049586776859504,0.7254967141281061,8760,3647,920,2687,0.8544670621807156,0.5,0.6534727408513816,0.3957746478873239,0.8892405063291139,0.5806451612903226,0.5477582846003899,0.8228961728349233,0.5591613944729068,0.3957746478873239,0.9443561208267091,0.7349428338097183,594,429,35,281,0.8769240026780257
2,0.0008,0.5,0.7557137504683402,0.47404255319148936,0.7721097865261991,0.7509470460224067,0.5874288124868171,0.8368643411165374,0.5922014588452152,0.47404255319148936,0.9189269158694151,0.7615284162743029,9317,3090,822,2785,0.7744859883114389,0.5,0.6295743091859597,0.3803191489361702,0.9050632911392406,0.544477028347996,0.5355805243445693,0.8153173218506007,0.5532980027386649,0.3803191489361702,0.948892674616695,0.7247701597436182,557,466,30,286,0.8500223566205578
3,0.0008,0.5,0.7593355813663045,0.4795360397680199,0.8023288051011921,0.7468364632868542,0.6002903961833644,0.8511491730803209,0.6242092485825633,0.4795360397680199,0.9285499549053011,0.7745826341940232,9266,3141,713,2894,0.7404344823158858,0.5,0.70201643017177,0.42978003384094754,0.8037974683544303,0.6705767350928641,0.5600882028665931,0.801468131704963,0.5023351366650026,0.42978003384094754,0.9171122994652406,0.7371871017236472,686,337,62,254,0.8739166039419851
4,0.0004,0.5,0.769826401898339,0.4933423226023934,0.8114776822844469,0.7577174175868462,0.6136268343815514,0.8664927275173478,0.6365624390759891,0.4933423226023934,0.9325463743676222,0.7845975499356466,9401,3006,680,2927,0.7019889674056287,0.5,0.7415982076176251,0.4691358024691358,0.7215189873417721,0.7478005865102639,0.5685785536159601,0.8138757934592968,0.5586191714281966,0.4691358024691358,0.8968347010550997,0.7346597869260181,765,258,88,228,0.8384801667514713
5,0.0004,0.5,0.7911202697639566,0.5227746870653686,0.8336567784862767,0.7787539292334972,0.6425900203013143,0.8864211558223848,0.6837084742286222,0.5227746870653686,0.9415318651335023,0.806205353859887,9662,2745,600,3007,0.6541020420884854,0.5,0.7244212098581031,0.4537521815008726,0.8227848101265823,0.6940371456500489,0.5849268841394826,0.8316041179454817,0.5835874184857401,0.4537521815008726,0.9268929503916449,0.7584109778883157,710,313,56,260,0.7950860247672539
6,0.0004,0.5,0.8081678531285126,0.5471531817380575,0.8605489326309953,0.7929394696542275,0.6689655172413793,0.9058921972488901,0.7289592935136622,0.5471531817380575,0.9513586693743352,0.8267442011426114,9838,2569,503,3104,0.5945801581948739,0.5,0.743091859596714,0.472,0.7468354430379747,0.7419354838709677,0.5784313725490197,0.8271372359775788,0.5910474803677748,0.472,0.9046483909415971,0.7443854634544712,759,264,80,236,0.8122282397666915
7,0.0004,0.5,0.8261521168977145,0.5756851204708479,0.86775713889659,0.81405658096236,0.692171605484299,0.9192455858278131,0.7607699699848871,0.5756851204708479,0.9549021461662097,0.840906859929475,10100,2307,477,3130,0.552559590248843,0.5,0.6766243465272591,0.41068702290076337,0.8512658227848101,0.6226783968719453,0.5540679711637487,0.8039150178799015,0.5168772387276266,0.41068702290076337,0.9312865497076024,0.7369721098283777,637,386,47,269,0.9144309634945124
8,0.0002,0.5,0.8427625827401024,0.6013400335008375,0.8957582478514,0.8273555251067946,0.7195991091314031,0.9354897694181556,0.8004692777330057,0.6013400335008375,0.9646649750963255,0.8615568864790972,10265,2142,376,3231,0.4932517752198374,0.5,0.7752053771471247,0.5223880597014925,0.5537974683544303,0.8435972629521017,0.5376344086021505,0.8110576982565549,0.5369709869974648,0.5223880597014925,0.8595617529880478,0.698697365653266,863,160,141,175,1.012517220097927
9,0.0002,0.5,0.8764830773073561,0.6637844359541524,0.9151649570280012,0.8652373660030628,0.7694638694638695,0.9561593369724815,0.8581373351969314,0.6637844359541524,0.9722851191015307,0.890201161515532,10735,1672,306,3301,0.40913043218158046,0.5,0.7953696788648245,0.5905172413793104,0.43354430379746833,0.9071358748778103,0.5,0.816384547805536,0.5828429347873099,0.5905172413793104,0.8383017163504969,0.6703400893376393,928,95,179,137,1.5869019010602938
10,0.0002,0.5,0.9093917821905833,0.7322274881516587,0.9423343498752426,0.8998146207785928,0.8240998908958662,0.9749299188513133,0.9175727159267659,0.7322274881516587,0.9817094618360886,0.9210744853269177,11164,1243,208,3399,0.30923375479139104,0.5,0.8050784167289021,0.602996254681648,0.509493670886076,0.8963831867057673,0.5523156089193825,0.8105349122090649,0.591067825534257,0.602996254681648,0.855410447761194,0.7029384287959217,917,106,155,161,1.7599452687253518
