epoch,lr,train_threshold,train_accuracy,train_precision,train_recall_sensitivity,train_specificity,train_f1,train_roc_auc,train_pr_auc,train_ppv,train_npv,train_balanced_accuracy,train_tn,train_fp,train_fn,train_tp,train_loss,val_threshold,val_accuracy,val_precision,val_recall_sensitivity,val_specificity,val_f1,val_roc_auc,val_pr_auc,val_ppv,val_npv,val_balanced_accuracy,val_tn,val_fp,val_fn,val_tp,val_loss
1,0.0008,0.5,0.7491569876358186,0.4662495884096148,0.785140005544774,0.7386958974772306,0.5850635264951968,0.8425770292663024,0.6161910355766324,0.4662495884096148,0.9220321931589537,0.7619179515110024,9165,3242,775,2832,0.7630436149923278,0.5,0.7876592555583313,0.5254365983295368,0.7546346782988005,0.7974724562540505,0.6195165622202328,0.8600087212733343,0.6600835397196703,0.5254365983295368,0.9162323157110945,0.7760535672764255,2461,625,225,692,0.7316751553063509
2,0.0008,0.5,0.7813787935556388,0.5092398884239888,0.8098142500693096,0.7731119529297977,0.625280959006743,0.8744895904095922,0.675587281227169,0.5092398884239888,0.9332554971784394,0.7914631014995537,9592,2815,686,2921,0.6860143360952261,0.5,0.7187109667749189,0.443360433604336,0.8920392584514721,0.6672067401166558,0.5923244026068066,0.8701675205363371,0.6762848215465477,0.443360433604336,0.9541241890639481,0.779622999284064,2059,1027,99,818,0.7262060501234191
3,0.0008,0.5,0.7874984388659922,0.5177700348432056,0.8239534238979762,0.7769001370194245,0.635925965550444,0.8833996181940182,0.6991679685252142,0.5177700348432056,0.9381934981506715,0.8004267804587004,9639,2768,635,2972,0.6620791566138174,0.5,0.7414439170622034,0.4645432692307692,0.8429661941112323,0.7112767336357745,0.5989926385122045,0.8605592781556132,0.6613977688617034,0.4645432692307692,0.9384352287302266,0.7771214638735033,2195,891,144,773,0.763279548725902
4,0.0008,0.5,0.7959910078681154,0.5299506694855532,0.8339340171887996,0.7849601031675667,0.6480663578584509,0.8941642649703034,0.7176712853361944,0.5299506694855532,0.9420584252273166,0.8094470601781831,9739,2668,599,3008,0.6311345779525068,0.5,0.7214589058206345,0.4451219512195122,0.8756815703380589,0.6756318859364874,0.5902241822859243,0.863047738723655,0.6589930781504452,0.4451219512195122,0.9481582537517054,0.7756567281372732,2085,1001,114,803,0.7796895495510506
5,0.0008,0.5,0.7966154614712126,0.5305303558967202,0.8430828943720543,0.783106310953494,0.6512474569011671,0.8956783408956315,0.7245028618428242,0.5305303558967202,0.9449523439019646,0.8130946026627741,9716,2691,566,3041,0.6281836841814197,0.5,0.7959030726954784,0.5387596899224806,0.7579062159214831,0.8071937783538561,0.6298142274580879,0.871411397446236,0.6851030291065383,0.5387596899224806,0.9181717655731663,0.7825499971376696,2491,595,222,695,0.7155054268942992
6,0.0008,0.5,0.809916323217185,0.550803104132828,0.8461325200998059,0.7993874425727412,0.6672496720594665,0.9066827644025863,0.7477425491957168,0.550803104132828,0.9470065883700945,0.8227599813362736,9918,2489,555,3052,0.5939360657881094,0.5,0.7951536347739195,0.5378020265003897,0.752453653217012,0.8078418664938432,0.6272727272727273,0.8746279853929273,0.6716789672744808,0.5378020265003897,0.9165441176470588,0.7801477598554276,2493,593,227,690,0.7555231480428108
7,0.0008,0.5,0.8142874984388659,0.5564070575654964,0.865539229276407,0.7993874425727412,0.6773703623345628,0.91346939220593,0.7588368444402783,0.5564070575654964,0.953378833028934,0.8324633359245741,9918,2489,485,3122,0.5719033751994524,0.5,0.7279540344741444,0.45011600928074247,0.8462377317339149,0.6928062216461439,0.5876561908368042,0.8646414560144631,0.6731548359763142,0.45011600928074247,0.9381307591048705,0.7695219766900294,2138,948,141,776,0.7349418788113476
8,0.0008,0.5,0.8251529911327589,0.5741046831955923,0.8666481840864985,0.813089385024583,0.6906760936809545,0.9186063190089911,0.7653999807672939,0.5741046831955923,0.9544895448954489,0.8398687845555407,10088,2319,481,3126,0.5557669101172922,0.5,0.8176367724206844,0.6,0.6117775354416576,0.8788075178224238,0.6058315334773218,0.8553378221270154,0.6488708465183218,0.6,0.8839634941329857,0.7452925266320407,2712,374,356,561,0.9858572381959687
9,0.0004,0.5,0.8222180591982016,0.5690406976744186,0.8683116163016357,0.8088176029660675,0.6875205795192624,0.9188121755050813,0.772671065188434,0.5690406976744186,0.9548049476688868,0.8385646096338516,10035,2372,475,3132,0.5537970731123506,0.5,0.8201348988258806,0.5953533397870281,0.6706652126499455,0.864549578742709,0.6307692307692307,0.8696586618004694,0.6793006724530689,0.5953533397870281,0.8983164983164983,0.7676073956963272,2668,418,302,615,0.8160126159824254
10,0.0004,0.5,0.8487573373298364,0.6124928801974558,0.8943720543387857,0.8354960909164182,0.7270678386297048,0.9407187813903225,0.8225130584737109,0.6124928801974558,0.9645482460221457,0.864934072627602,10366,2041,381,3226,0.4755424590567547,0.5,0.720459655258556,0.44037780401416765,0.8135223555070883,0.6928062216461439,0.5714285714285714,0.8450443873234808,0.6422244264815474,0.44037780401416765,0.9259419662191425,0.7531642885766161,2138,948,171,746,0.7686379349085798
11,0.0004,0.5,0.8684276258274011,0.649164677804296,0.9049071250346549,0.857822197146772,0.7559930515344528,0.9510597715872182,0.8507401443693078,0.649164677804296,0.9687784452940106,0.8813646610907134,10643,1764,343,3264,0.4311990709702025,0.5,0.7949038221333999,0.540133779264214,0.7044711014176663,0.8217757615035645,0.6114529105537151,0.8646432228850736,0.6689634314400722,0.540133779264214,0.9034556465977912,0.7631234314606155,2536,550,271,646,0.9161589578065817
